id,event_name,event_type,city,state,country,venue_or_area,application_deadline_iso,application_deadline_text,event_date_range_text,application_mode,postal_address,contact_name,contact_email,contact_phone,source_url,source_domain,source_kind,last_verified_at,agent_batch_id,confidence_status,notes
bad-brueckenauer-jahrmaerkte-und-stadtfest-2027-bad-brueckenau,Bad Brückenauer Jahrmärkte und Stadtfest 2027,Jahrmarkt,Bad Brückenau,Bayern,DE,,,"Frist noch nicht veröffentlicht (schriftliche Standgesuche laut Marktsatzung, kein verbindlicher Schluss)","Frühlingsmarkt, Stadtfest, Herbstmarkt, Allerheiligenmarkt",,,,,,https://www.bad-brueckenau.de/tools/downloads/?archiv=168,bad-brueckenau.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Die offizielle Marktsatzung bestätigt jährlich Frühlingsmarkt, Stadtfest, Herbstmarkt und Allerheiligenmarkt sowie schriftliche Standgesuche, nennt aber keinen verbindlichen Bewerbungsschluss. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bad-uracher-schaeferlauf-2027-bad-urach,Bad Uracher Schäferlauf 2027,Volksfest,Bad Urach,Baden-Württemberg,DE,,,Frist noch nicht veröffentlicht (keine Frist für Schausteller veröffentlicht),23.-26.07.2027,,,,,,https://www.badurach-schaeferlauf.de/,badurach-schaeferlauf.de,official,2026-08-03,conv-review-02-2026-09,frist_offen,"Der offizielle Veranstaltungsauftritt bestätigt den Termin 23. bis 26.07.2027, aber keine konkrete Bewerbungsfrist für Schausteller oder Beschicker. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
baden-badener-christkindelsmarkt-2026-2027-baden-baden,Baden-Badener Christkindelsmarkt 2026/2027,Weihnachtsmarkt,Baden-Baden,Baden-Württemberg,DE,,,"Frist noch nicht veröffentlicht (Vorjahr ca. 30. April, Online-Bewerbungsformular vorhanden)",26.11.2026-06.01.2027,,,,info@baden-baden.com,,https://www.baden-baden.com/veranstaltungen/christkindelsmarkt,baden-baden.com,official,2026-09-13,conv-review-02-2026-09,frist_offen,"Termin bekannt (26.11.2026-06.01.2027), Online-Bewerbungsformular und Zulassungsrichtlinien vorhanden, aber kein Fristdatum auf der Seite gefunden (Vorjahr lag die Frist bei ca. 30. April). Kontakt: info@baden-baden.com, 07221 275200. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
baehnlesfest-tettnang-2027-tettnang,Bähnlesfest Tettnang 2027,Stadtfest,Tettnang,Baden-Württemberg,DE,,,"Frist noch nicht veröffentlicht (Bewerbungsbereiche vorhanden, kein Bewerbungsschluss)",12.09.2027,,,,,,https://www.tettnang.de/de/geniessen/veranstaltungen/highlights/baehnlesfest/,tettnang.de,official,2026-08-03,conv-review-02-2026-09,frist_offen,"Die offizielle Stadtseite bestätigt den Termin 12.09.2027 und Bewerbungsbereiche für Vereine, Unternehmen und Handel, aber keinen konkreten Bewerbungsschluss. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bamberger-fruhjahrsplarrer-2027-bamberg,Bamberger Frühjahrsplärrer 2027,Fest,Bamberg,Bayern,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.stadt.bamberg.de/buergerinformationssystem/vo020?TOLFDNR=1014736&VOLFDNR=1003485&refresh=false,stadt.bamberg.de,official,2026-08-03,conv-review-06-2026-09,frist_offen,"Offizielle Beratung nennt 2027 nur als frühestmögliche Rückkehr; Finanzierung und tatsächliche Durchführung sind nicht bestätigt. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bamberger-mittefastenmarkt-2027-bamberg,Bamberger Mittefastenmarkt 2027,Jahrmarkt,Bamberg,Bayern,DE,,,"Frist noch nicht veröffentlicht (relatives Bewerbungsfenster laut Satzung, genauer 2027-Termin nicht eindeutig)",,,,,,,https://www.stadt.bamberg.de/media/custom/329_63_1.PDF?1748342512=,stadt.bamberg.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Aktuelle Satzung bestätigt Markt und relatives Bewerbungsfenster, der genaue 2027-Marktbeginn ist daraus jedoch nicht eindeutig genug für ein belastbares ISO-Fristdatum. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bautzener-wenzelsmarkt-2027-bautzen,Bautzener Wenzelsmarkt 2027,Jahrmarkt,Bautzen,Sachsen,DE,,,"Frist noch nicht veröffentlicht (Stichtag jährlich wechselnd, 2026: 27.05.2026)",,,,,ordnungsamt@bautzen.de,,https://www.bautzen.de/buerger-rathaus-politik/stadtverwaltung/ausschreibungen/marktausschreibungen,bautzen.de,official,2026-08-04,conv-review-04-2026-09,frist_offen,"Die Stadt Bautzen schreibt jährlich neu aus, der Stichtag wandert: 2025 war es der 30. April 2025, 2026 der 27. Mai 2026. Ein festes Datum für 2027 lässt sich daraus nicht ableiten. Zuständig: Stadtverwaltung Bautzen, Ordnungsamt/Marktwesen, ordnungsamt@bautzen.de, Fleischmarkt 1, 02625 Bautzen. Ab April 2027 nachfassen. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bayreuther-buergerfest-2027-bayreuth,Bayreuther Bürgerfest 2027,Stadtfest,Bayreuth,Bayern,DE,,,Frist noch nicht veröffentlicht (keine Bewerbungsfrist für 2027 veröffentlicht),02.-04.07.2027,,,,,,https://www.bayreuth-tourismus.de/veranstaltungen-bayreuth/buergerfest/,bayreuth-tourismus.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Offizielle Veranstalterseite bestätigt 02.-04.07.2027, aber keine konkrete 2027-Bewerbungsfrist. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bayreuther-volksfest-2027-bayreuth,Bayreuther Volksfest 2027,Volksfest,Bayreuth,Bayern,DE,,,Frist noch nicht veröffentlicht (keine Bewerbungsfrist für 2027 veröffentlicht),14.-23.05.2027,,,,,,https://www.bayreuth-tourismus.de/veranstaltungen-bayreuth/bayreuther-volksfest/,bayreuth-tourismus.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Offizielle Veranstalterseite bestätigt 14.-23.05.2027, veröffentlicht aber noch keine konkrete Bewerbungsfrist für 2027. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
beecker-kirmes-duisburg-2027-duisburg,Beecker Kirmes Duisburg 2027,Volksfest,Duisburg,Nordrhein-Westfalen,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.duisburgkontor.de/events/beecker-kirmes/bewerbungsformular-aussteller/,duisburgkontor.de,official,2026-08-03,conv-review-07-2026-09,frist_offen,"Das offizielle Veranstalterformular nennt den 28. Februar als jährlichen Bewerbungsschluss, weist das aktive Formular aber nicht eindeutig dem Veranstaltungsjahr 2027 zu. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
beelitzer-lichterzauber-2026-27-beelitz,Beelitzer Lichterzauber 2026/27,Weihnachtsmarkt,Beelitz,Brandenburg,DE,Stadtpark,,Frist noch nicht veröffentlicht (Veranstalter Pyro Passion; historisches Kettenkarussell gesucht),18.12.2026-10.01.2027,,,,,,https://beelitz.de/events/lichterzauber-2/,beelitz.de,official,2026-09-18,conv-review-01-2026-09,frist_offen,"Stadt Beelitz bestätigt den Lichterzauber im Stadtpark; Veranstalter Pyro Passion. Für 18.12.2026-10.01.2027 wird ein historisches Kettenkarussell gesucht, aber ohne öffentliche Bewerbungsfrist oder direkten Bewerbungskontakt. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
berchinger-ostermarkt-ei-zeit-2027-berching,Berchinger Ostermarkt Ei-Zeit 2027,Jahrmarkt,Berching,Bayern,DE,,,"Frist noch nicht veröffentlicht (möglichst baldige Anmeldung erbeten, keine verbindliche Frist)",07.03.2027,,,,,,https://www.berching.de/veranstaltungen/ostermarkt-ei-zeit_2027-821595/,berching.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Offizielle Stadtseite bestätigt den Markt am 07.03.2027; die Bitte, sich möglichst bald anzumelden, ist keine verbindliche Bewerbungsfrist. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
berchinger-rossmarkt-2027-berching,Berchinger Rossmarkt 2027,Jahrmarkt,Berching,Bayern,DE,,,Frist noch nicht veröffentlicht (keine Bewerbungsfrist für Fieranten veröffentlicht),03.02.2027,,,,,,https://www.berching.de/rossmarkt/,berching.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Offizielle Stadtseite bestätigt den Rossmarkt am 03.02.2027 und Standkontakte, veröffentlicht jedoch keine Bewerbungsfrist für Fieranten. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bergstadt-advent-oerlinghausen-oerlinghausen,Bergstadt-Advent Oerlinghausen,Weihnachtsmarkt,Oerlinghausen,Nordrhein-Westfalen,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.oerlinghausen.de/de/veranstaltungen/,oerlinghausen.de,official,2026-09-14,conv-review-07-2026-09,frist_offen,"Termin 2026 bekannt (05.-07.12.), keine Bewerbungsfrist auf offizieller Seite gefunden. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
berliner-kunstmarkt-an-der-museumsinsel-2027-berlin,Berliner Kunstmarkt an der Museumsinsel 2027,Kunsthandwerkermarkt,Berlin,Berlin,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://kunstmarkt-berlin.com/,kunstmarkt-berlin.com,official,2026-08-03,conv-review-06-2026-09,frist_offen,"Die offizielle Veranstalterseite bestaetigt einen ganzjaehrigen Wochenendmarkt und Bewerbungen, veröffentlicht am Stichtag aber nur die Planung bis Dezember 2026 und keine konkrete 2027-Bewerbungsfrist. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
berliner-staudenmarkt-2027-berlin,Berliner Staudenmarkt 2027,Pflanzenmarkt,Berlin,Berlin,DE,,,Frist noch nicht veröffentlicht (Frühjahrsmarkt und Herbstmarkt 2027),03.-04.04.2027 (Frühjahr),,,,,,https://berliner-staudenmarkt.de/presse,berliner-staudenmarkt.de,official,2026-08-03,conv-review-01-2026-09,frist_offen,"Der offizielle Veranstalter bestätigt den Frühjahrsmarkt am 03.-04.04.2027 und einen Herbstmarkt 2027; eine Bewerbungsfrist für Ausstellende ist nicht veröffentlicht. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
berliner-weihnachtszeit-am-roten-rathaus-2027-berlin,Berliner Weihnachtszeit am Roten Rathaus 2027,Weihnachtsmarkt,Berlin,Berlin,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.berlinerweihnachtszeit.de/anmeldung/,berlinerweihnachtszeit.de,official,2026-09-17,conv-review-08-2026-09,frist_offen,"Privater Veranstalter Laubinger Event GmbH; Seite bestaetigt: 'Die Berliner Weihnachtszeit 2026 ist bereits komplett mit unseren Teilnehmern gefuellt' und 'Anmeldeformular 2027 in Arbeit' - noch keine Bewerbungsfrist fuer 2027 veröffentlicht. Kontakt: info@laubinger.de, Tel. 033439-143490, Feuerbachstraße 11b, 15370 Fredersdorf. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bernauer-weihnachtsmarkt-2026-bernau-bei-berlin,Bernauer Weihnachtsmarkt 2026,Weihnachtsmarkt,Bernau bei Berlin,Brandenburg,DE,,,Frist noch nicht veröffentlicht,04.-13.12.2026,,Stadtverwaltung Bernau,,stadtverwaltung@bernau-bei-berlin.de,03338 365-0,https://www.bernau.de/de/tourismus-kultur/veranstaltungen/weihnachtsmarkt.html,bernau.de,official,2026-09-18,conv-review-01-2026-09,frist_offen,"weiterhin keine Bewerbungsfrist fuer Schausteller auf der Seite. Kontakt: Stadtverwaltung Bernau, Tel. 03338 365-0, stadtverwaltung@bernau-bei-berlin.de. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
biberacher-christkindles-markt-2027-biberach-an-der-riss,Biberacher Christkindles-Markt 2027,Weihnachtsmarkt,Biberach an der Riß,Baden-Württemberg,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://pages.biberach-riss.de/Christkindles-Markt/%C3%9Cber-den-Markt/,pages.biberach-riss.de,official,2026-08-03,conv-review-06-2026-09,frist_offen,"Die offizielle Seite veröffentlichte noch keine konkrete Bewerbungsfrist für die Ausgabe 2027; die Fristen der Ausgabe 2026 wurden nicht übertragen. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
biberacher-jahrmaerkte-2027-biberach-an-der-riss,Biberacher Jahrmärkte 2027,Jahrmarkt,Biberach an der Riß,Baden-Württemberg,DE,,,Frist noch nicht veröffentlicht (keine Frist für 2027 bestätigt),,,,,,,https://www.biberach-riss.de/Tourismus-Kultur-Freizeit/Veranstaltungen/M%C3%A4rkte/,biberach-riss.de,official,2026-08-03,conv-review-02-2026-09,frist_offen,"Auf der offiziellen Stadtseite war noch keine konkrete Bewerbungsfrist für Jahrmärkte im Jahr 2027 bestätigt; vorhandene Vorjahresangaben wurden nicht übertragen. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bielefelder-weihnachtsmarkt-2026-weihnachtshutte-bielefeld,Bielefelder Weihnachtsmarkt 2026 - Weihnachtshütte,Weihnachtsmarkt,Bielefeld,Nordrhein-Westfalen,DE,,,"Nächste Ausschreibung noch nicht veröffentlicht, letzte Frist war 01.06.2026",,,,,,,https://www.bielefeld.jetzt/vergabe-weihnachtsmarkt,bielefeld.jetzt,official,2026-08-03,conv-review-08-2026-09,frist_offen,"Anbieter von Kunsthandwerk und Geschenkartikeln konnten sich bis zum 01.06.2026 fuer eine zeitlich befristete Weihnachtshütte bewerben. Frist abgelaufen. Der Leineweber-Markt 2027 desselben Veranstalters ist mit Frist 31.12.2026 bereits erfasst. Umwandlung aus rejected_candidate, Stand Zieldatum 2026-09-19."
bietigheimer-pferdemarkt-2027-bietigheim-bissingen,Bietigheimer Pferdemarkt 2027,Volksfest,Bietigheim-Bissingen,Baden-Württemberg,DE,,,Frist noch nicht veröffentlicht (kein Bewerbungsverfahren veröffentlicht),Freitag vor dem ersten Montag im September bis folgenden Dienstag,,,,,,https://www.bietigheim-bissingen.de/,bietigheim-bissingen.de,official,2026-08-04,conv-review-02-2026-09,frist_offen,"Ueberregional bekanntes Traditionsfest, das am Freitag vor dem ersten Montag im September beginnt und am folgenden Dienstag endet. Ein Bewerbungsverfahren mit Frist ist auf der Stadtseite nicht veroeffentlicht. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
binger-winzerfest-bingen-am-rhein,Binger Winzerfest,Weinfest,Bingen am Rhein,Rheinland-Pfalz,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.bingen.de/stadt/buergerservice-online/anliegen-von-a-z/d-winzerfest-standvergabe-1133636094,bingen.de,official,2026-09-17,conv-review-08-2026-09,frist_offen,"Seite beschreibt Standvergabe-Verfahren (Bewerbungen von Standbetreibern, Vertragsausfertigung, Platzzuweisung), aber kein konkretes Fristdatum genannt. Bewerbungsschluss laut anderer Quelle bereits 'verlängert' worden, genaues Datum nicht auffindbar. Kontakt: veranstaltungen@bingen.de, Stadtverwaltung Bingen, Burg Klopp, 55411 Bingen am Rhein, +49 6721 184-0. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bitburger-weihnachtsmarkt-2026-bitburg,Bitburger Weihnachtsmarkt 2026,Weihnachtsmarkt,Bitburg,Rheinland-Pfalz,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://gewerbeverein-bitburg.de/bitburger-weihnachtsmarkt/,gewerbeverein-bitburg.de,official,2026-09-19,conv-review-06-2026-09,frist_offen,"Veranstalter Gewerbeverein Bitburg e.V.; Seite lieferte beim Abruf 404, keine Frist gefunden. Nachfassen beim Gewerbeverein. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
blieskasteler-christkindlmarkt-2026-blieskastel,Blieskasteler Christkindlmarkt 2026,Weihnachtsmarkt,Blieskastel,Saarland,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.blieskastel.de/maerkte,blieskastel.de,official,2026-09-17,conv-review-08-2026-09,frist_offen,"Termin 04.-06.12.2026 auf Paradeplatz/Altstadt bestätigt. Bewerbung laut Stadt ganzjährig möglich, kein festes Frist-Datum genannt. Kontakt: Sarah Jäckels, Stadt Blieskastel, Kulturamt, Luitpoldplatz 5, 66440 Blieskastel, Tel. 06842 926-1327, sarah.jaeckels@blieskastel.de. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bocholter-herbstkirmes-2026-bocholt,Bocholter Herbstkirmes 2026,Volksfest,Bocholt,Nordrhein-Westfalen,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.bocholt.de/serviceverzeichnis/kirmes,bocholt.de,official,2026-09-16,conv-review-06-2026-09,frist_offen,"Termin 3. Sonntag im Oktober bekannt, ca. 270 Beschicker werden aus zahlreichen Bewerbungen ausgewaehlt, aber keine Bewerbungsfrist auf offizieller Seite genannt. Veranstalter: Wirtschaftsfoerderungs- und Stadtmarketing Gesellschaft Bocholt mbH & Co. KG, Osterstraße 23, 46397 Bocholt, info@bocholt-stadtmarketing.de, Tel. 02871 294933-0. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bochumer-weihnachtsmarkt-2026-bochum,Bochumer Weihnachtsmarkt 2026,Weihnachtsmarkt,Bochum,Nordrhein-Westfalen,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.bochum-tourismus.de/bochum-marketing-gmbh/ausstellerinformationen.html,bochum-tourismus.de,official,2026-09-12,conv-review-07-2026-09,frist_offen,"Termin bekannt (19.11.-23.12.2026), Bewerbungsformular vorhanden, aber kein Fristdatum genannt. Seite nennt nur, dass die Bewerbung fuer WAT-kreativ 2027 im Dezember 2026 startet. Kontakt: Bochum Marketing GmbH, Huestraße 21-23, 44787 Bochum, 0234 904960. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bodensee-weihnacht-friedrichshafen-2027-friedrichshafen,Bodensee-Weihnacht Friedrichshafen 2027,Weihnachtsmarkt,Friedrichshafen,Baden-Württemberg,DE,,,Frist noch nicht veröffentlicht (letzte Frist war 30.04.2026),,,,,marktwesen@friedrichshafen.de,,https://www.bodensee-weihnacht.de/service/beschicker-infos/,bodensee-weihnacht.de,official,2026-09-18,conv-review-02-2026-09,frist_offen,"Nachfass 2026-09-18: Seite bestaetigt weiterhin nur die abgelaufene 2026-Frist (30. April 2026), keine 2027-Zuordnung. Kontakt: Frau Geissler, Maerkte und Veranstaltungen, Tel. +49 7541 203 52122, marktwesen@friedrichshafen.de. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bolschestrassenfest-berlin,Bölschestraßenfest,Stadtfest,Berlin,Berlin,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.hauptstadtkultur.berlin/boelschestrassenfest/,hauptstadtkultur.berlin,official,2026-09-18,conv-review-07-2026-09,frist_offen,"Jüttner Entertainment / Hauptstadtkultur Berlin als Veranstalter bestaetigt (info@juettner-entertainment.de, Bölschestraße Friedrichshagen, 18.-20.09.2026), keine feste Bewerbungsfrist genannt. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
bopparder-weihnachtsmarkt-2026-boppard,Bopparder Weihnachtsmarkt 2026,Weihnachtsmarkt,Boppard,Rheinland-Pfalz,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.boppard.de/aktuelles/bopparder-weihnachtsmarkt-2026-jetzt-fuer-einen-standplatz-anmelden/,boppard.de,official,2026-09-18,conv-review-07-2026-09,frist_offen,"Veranstaltung bestaetigt (27.11.-06.12.2026, historischer Marktplatz Boppard). Anmeldung über Tourist Information Boppard, Altes Rathaus am Marktplatz, Tel. 06742/3888, tourist@boppard.de bzw. petra.winkler@boppard.de. Eine im Suchindex angezeigte Frist (31.03.2026) konnte auf der offiziellen Seite und in den verlinkten Teilnahmebedingungen nicht zweifelsfrei bestaetigt werden, daher als review_candidate und nicht als rejected eingestuft. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
brarup-markt-2027-suderbrarup,Brarup-Markt 2027,Markt,Süderbrarup,Schleswig-Holstein,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.brarupmarkt.de/,brarupmarkt.de,official,2026-08-03,conv-review-07-2026-09,frist_offen,"Die offizielle Veranstalterseite nennt Planung und Bewerbungsanschrift, aber keine konkrete Bewerbungsfrist fuer 2027. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
brucker-volksfest-2027-fuerstenfeldbruck,Brucker Volksfest 2027,Volksfest,Fürstenfeldbruck,Bayern,DE,,,Frist noch nicht veröffentlicht (Regel: Bewerbung bis 31. Oktober für das Folgejahr; 2027-Termin auf Seite noch nicht genannt),,,,,,,https://www.fuerstenfeldbruck.de/ffb/web.nsf/id/pa_bruckervolksfest.html?Open=&vcmsTemplate=ffb-text,fuerstenfeldbruck.de,official,2026-08-03,conv-review-03-2026-09,frist_offen,"Die Stadt nennt eine wiederkehrende Bewerbungsregel bis 31. Oktober für das kommende Jahr, veröffentlicht auf der Seite aber nur den Veranstaltungstermin 2026; die konkrete 2027-Ausgabe ist daher nachzuprüfen. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
canalettomarkt-pirna-2026-pirna,Canalettomarkt Pirna 2026,Markt,Pirna,Sachsen,DE,,,"Nächste Ausschreibung noch nicht veröffentlicht, letzte Frist war 31.07.2026",,,,,,,https://canalettomarkt.de/de/haendler.html,canalettomarkt.de,official,2026-09-19,conv-review-08-2026-09,frist_offen,"Bewerbungsfrist bis 31.07.2026, abgelaufen; Markt 24.11.-30.12.2026. Veranstalter Plan de Saxe GmbH (haendler@plandesaxe.de), Vertrag laut Stadt bis einschließlich 2027. Umwandlung aus rejected_candidate, Stand Zieldatum 2026-09-19."
celler-schuetzen-und-volksfest-2027-celle,Celler Schützen- und Volksfest 2027,Volksfest,Celle,Niedersachsen,DE,,,"Frist noch nicht veröffentlicht (Fristen laut Marktsatzung, nicht genannt)",,,,,stadt@celle.de,05141 12-0,https://portal.celle.de/dienstleistungen/-/egov-bis-detail/dienstleistung/8321/show,portal.celle.de,official,2026-08-04,conv-review-04-2026-09,frist_offen,"Die Stadt Celle verweist für Markt- und Schaustellertätigkeit auf die Marktsatzung und darauf, dass „bestimmte Fristen zu beachten"" sind, nennt sie aber nicht. Zuständig: Stadt Celle, stadt@celle.de, 05141 12-0. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
celler-weihnachtsmarkt-celle-2026,Celler Weihnachtsmarkt 2026,Weihnachtsmarkt,Celle,Niedersachsen,DE,,,Frist noch nicht veröffentlicht. Zulassungsrichtlinien enthalten kein Fristdatum; Bewerbung über separaten Bewerbungsbogen,23.11.-27.12.2026,,,,,,https://www.celle.de/loadDocument.phtml?FID=3747.2314.1&Ext=PDF,celle.de,official,2026-09-19,conv-review-05-2026-09,frist_offen,"PDF-Retry 2026-09-19: Zulassungsrichtlinien 2026 (Weihnachtsmarkt 23.11.-27.12.2026) per Textextraktion gelesen; enthalten keinerlei Fristdatum (Bewerbung erfolgt ueber separaten Bewerbungsbogen). Marktamt/Fachdienst 16 Stadt Celle direkt kontaktieren. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
chamer-volksfest-2027-cham,Chamer Volksfest 2027,Volksfest,Cham,Bayern,DE,,,Frist noch nicht veröffentlicht,,,,,stefan.raab@stadtwerke-cham.de,0160/963 15 959,https://www.cham-volksfest.de/kontakt/,cham-volksfest.de,official,2026-09-16,conv-review-04-2026-09,frist_offen,"Veranstalter ist der Verein zur Foerderung oeffentlicher Veranstaltungen und kulturellen Bestrebungen der Stadt Cham e.V. Ansprechpartner fuer Aussteller: Stefan Raab (Platzmeister), Tel. 0160/963 15 959, stefan.raab@stadtwerke-cham.de. Keine Bewerbungsfrist auf der Aussteller-Unterseite gefunden. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
chemnitzer-weihnachtsmarkt-2026-chemnitz,Chemnitzer Weihnachtsmarkt 2026,Weihnachtsmarkt,Chemnitz,Sachsen,DE,,,Frist noch nicht veröffentlicht (Ausschreibungsseite vorhanden),,,,,,,https://www.chemnitz.de/chemnitz/de/rathaus/ausschreibungen/marktausschreibungen/chemnitzer-weihnachtsmarkt/index.html,chemnitz.de,official,2026-09-18,conv-review-04-2026-09,frist_offen,"Nachfass 18.09.2026: Sammelseite blockt weiterhin automatisierte Abrufe (HTTP 403). Kontakt: Stadt Chemnitz, Ordnungsamt, Abteilung Gewerbe, Veranstaltungen, Maerkte, 09106 Chemnitz. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
choriner-kiez-und-strassenfest-2027-berlin,Choriner Kiez- und Straßenfest 2027,Stadtfest,Berlin,Berlin,DE,"Choriner Straße, Prenzlauer Berg",,Frist noch nicht veröffentlicht (28. Ausgabe),"2027, Termin offen",,,,,,https://www.berlin.de/events/5984720-2229501-choriner-kiez-und-strassenfest.html,berlin.de,official,2026-08-03,conv-review-01-2026-09,frist_offen,"Die offizielle Veranstaltungsseite bestätigt die 28. Ausgabe 2027 mit Flohmarkt und Essensständen, nennt aber keinen Termin und kein Bewerbungsverfahren. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
christkindchenmarkt-leverkusen-2026-2027-leverkusen,Christkindchenmarkt Leverkusen 2026/2027,Weihnachtsmarkt,Leverkusen,Nordrhein-Westfalen,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.christkindchenmarkt.de/bewerbung,christkindchenmarkt.de,official,2026-09-19,conv-review-06-2026-09,frist_offen,"Veranstalter-Seite mit Online-Bewerbungsformularen, aber keine Frist und kein Markttermin genannt. Kontakt info@christkindchenmarkt.de, 0214 8606419, Wöhlerstraße 22, Leverkusen. Nachfassen. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
christkindlesmarkt-balingen-2026-balingen,Christkindlesmarkt Balingen 2026,Weihnachtsmarkt,Balingen,Baden-Württemberg,DE,,,"Nächste Ausschreibung noch nicht veröffentlicht, letzte Frist war 15.06.2026",,,,,,,https://www.balingen.de/freizeit-und-tourismus/stadtmarketing/einkaufen/christkindlesmarkt,balingen.de,official,2026-09-16,conv-review-08-2026-09,frist_offen,"Offizielle Seite bestaetigt: 'Die Anmeldephase ist beendet'. Presseberichte nennen als regulaeren Bewerbungsschluss den 15.06.2026, bereits verstrichen bei Recherche am 16.09.2026. Umwandlung aus rejected_candidate, Stand Zieldatum 2026-09-19."
christkindlesmarkt-ravensburg-2026-ravensburg,Christkindlesmarkt Ravensburg 2026,Weihnachtsmarkt,Ravensburg,Baden-Württemberg,DE,,,"Nächste Ausschreibung noch nicht veröffentlicht, letzte Frist war 31.07.2026",,,,,,,https://cms.ravensburg.de/rv/kultur-freizeit-einkaufen/einkaufen/maerkte.php,cms.ravensburg.de,official,2026-08-03,conv-review-08-2026-09,frist_offen,"Der offizielle Bewerbungsschluss war der 31.07.2026. Umwandlung aus rejected_candidate, Stand Zieldatum 2026-09-19."
christkindlmarkt-dachau-2026-dachau,Christkindlmarkt Dachau 2026,Weihnachtsmarkt,Dachau,Bayern,DE,,,Frist noch nicht veröffentlicht,,,,,,,https://www.dachau.de/maerkte-jahr-und-wochenmaerkte/,dachau.de,official,2026-09-19,conv-review-06-2026-09,frist_offen,"Stadt nennt allgemein Antrag mind. 8 Wochen vor Markt an märkte@dachau.de; keine konkrete Christkindlmarkt-Frist. Markt beginnt ca. Ende Nov. 2026, Regelfrist daher wohl bereits verstrichen; nicht abgeleitet. Umwandlung aus review_candidate, Stand Zieldatum 2026-09-19."
